Body_Type,Gender,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_Efficiency,CarbonEmission
overweight,male,vegan,twice a day,natural gas,walk/bicycle,sometimes,111,frequently,3,large,5,10,47,18,Yes,2664
obese,female,omnivore,less frequently,wood,public,often,66,never,651,small,6,12,16,9,Sometimes,1422
obese,male,vegetarian,more frequently,wood,walk/bicycle,often,95,rarely,95,small,6,24,12,22,Yes,1589
overweight,female,omnivore,daily,wood,private,often,181,never,7270,large,1,16,43,8,Sometimes,1244
overweight,male,omnivore,less frequently,natural gas,public,often,101,very frequently,1850,large,7,3,11,17,No,3473
overweight,female,pescatarian,more frequently,electricity,private,sometimes,162,never,5067,medium,7,0,26,14,Sometimes,2342
overweight,male,omnivore,more frequently,electricity,private,never,104,never,1149,medium,2,11,34,0,Sometimes,1476
underweight,female,pescatarian,daily,electricity,private,often,239,rarely,8794,medium,1,20,30,18,No,2255
overweight,female,vegetarian,less frequently,wood,walk/bicycle,often,123,very frequently,4,extra large,3,22,11,2,Sometimes,2413
overweight,female,pescatarian,less frequently,natural gas,public,often,284,rarely,33,large,1,7,19,20,No,1458
overweight,male,pescatarian,less frequently,electricity,walk/bicycle,sometimes,192,frequently,36,small,2,3,38,13,Yes,1756
underweight,male,pescatarian,less frequently,coal,walk/bicycle,often,286,frequently,14,small,7,21,32,15,Yes,2382
normal,male,pescatarian,less frequently,coal,private,never,299,very frequently,2670,extra large,1,4,26,6,Sometimes,3202
underweight,male,vegetarian,less frequently,wood,private,often,109,rarely,9007,small,1,1,6,8,Yes,3358
normal,female,pescatarian,more frequently,coal,walk/bicycle,never,259,very frequently,61,extra large,5,18,31,2,Yes,2742
overweight,male,vegetarian,twice a day,coal,private,often,238,very frequently,8651,extra large,3,20,25,19,Sometimes,5741
overweight,female,vegetarian,more frequently,natural gas,public,never,268,never,773,medium,3,17,5,12,Yes,1066
obese,male,vegan,less frequently,wood,walk/bicycle,sometimes,291,rarely,34,medium,6,19,13,4,Sometimes,1944
obese,female,pescatarian,twice a day,coal,walk/bicycle,sometimes,288,never,12,medium,6,0,49,12,Yes,2183
normal,male,pescatarian,less frequently,electricity,walk/bicycle,often,272,never,46,small,2,17,11,23,No,1043
underweight,female,omnivore,daily,natural gas,private,sometimes,191,never,1652,small,7,2,11,17,No,1537
obese,male,omnivore,more frequently,natural gas,walk/bicycle,sometimes,235,never,52,medium,5,23,5,0,Sometimes,1656
normal,female,vegetarian,twice a day,coal,walk/bicycle,never,111,rarely,18,extra large,4,0,29,2,Sometimes,1575
overweight,male,vegan,less frequently,electricity,public,sometimes,295,frequently,1037,large,7,13,8,16,Sometimes,2342
overweight,male,vegan,twice a day,wood,walk/bicycle,sometimes,230,never,50,extra large,1,19,5,8,Sometimes,910
underweight,male,vegan,twice a day,coal,public,never,99,rarely,1518,small,5,10,2,11,Yes,1154
underweight,male,pescatarian,more frequently,coal,public,often,73,rarely,1418,large,7,15,6,12,Yes,1839
obese,female,omnivore,twice a day,natural gas,private,sometimes,263,rarely,6969,small,4,8,38,7,No,3512
underweight,male,omnivore,daily,electricity,public,never,201,rarely,998,medium,7,7,9,0,Yes,1079
obese,male,omnivore,less frequently,coal,public,sometimes,98,frequently,1130,large,6,11,28,0,Yes,2894
underweight,male,vegetarian,more frequently,electricity,public,sometimes,289,frequently,1229,medium,7,23,0,1,Yes,1461
normal,female,omnivore,daily,coal,public,never,54,never,1332,small,3,11,17,2,Sometimes,740
normal,female,vegetarian,less frequently,electricity,walk/bicycle,often,74,frequently,57,large,6,6,0,0,No,1181
normal,male,pescatarian,daily,natural gas,public,sometimes,61,very frequently,312,small,1,12,23,22,Yes,2554
underweight,female,omnivore,more frequently,coal,public,never,185,frequently,408,extra large,7,3,38,0,No,2538
underweight,male,vegetarian,daily,natural gas,public,never,270,very frequently,663,large,4,11,11,5,Yes,2113
obese,male,vegan,more frequently,electricity,public,sometimes,149,never,89,small,2,21,20,23,Yes,874
normal,female,omnivore,twice a day,wood,public,often,236,never,1422,medium,3,11,29,1,Yes,1381
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,sometimes,245,very frequently,62,extra large,5,17,19,14,Yes,2206
normal,male,omnivore,more frequently,wood,public,never,196,rarely,1533,large,7,4,22,19,Yes,2274
underweight,female,vegetarian,more frequently,wood,walk/bicycle,often,91,rarely,55,medium,2,24,8,21,Sometimes,1036
obese,male,pescatarian,less frequently,wood,public,often,170,rarely,1887,medium,1,17,33,12,Yes,1929
obese,male,pescatarian,more frequently,wood,walk/bicycle,never,173,very frequently,86,large,5,5,40,11,Yes,3703
obese,male,vegan,twice a day,wood,walk/bicycle,sometimes,211,frequently,14,medium,6,5,34,1,No,2806
overweight,male,vegan,twice a day,electricity,walk/bicycle,often,147,never,20,medium,4,13,17,16,No,1096
normal,female,omnivore,daily,coal,private,sometimes,95,rarely,6455,large,1,15,31,14,Yes,2941
normal,female,vegetarian,more frequently,wood,private,often,280,very frequently,1126,small,3,20,47,21,Yes,2803
normal,female,pescatarian,daily,electricity,public,sometimes,226,never,1315,medium,2,16,21,6,Yes,725
normal,female,omnivore,more frequently,coal,public,sometimes,284,rarely,279,small,5,4,15,7,No,1561
underweight,female,omnivore,daily,coal,private,sometimes,203,very frequently,1841,small,2,22,15,7,Yes,2599
overweight,male,omnivore,more frequently,natural gas,public,sometimes,96,never,30,large,3,14,23,16,Sometimes,1526
overweight,female,pescatarian,daily,electricity,walk/bicycle,sometimes,248,rarely,10,extra large,6,11,7,13,Sometimes,1511
underweight,male,omnivore,twice a day,natural gas,public,never,164,very frequently,1192,extra large,3,8,48,12,No,3117
normal,male,pescatarian,less frequently,wood,public,never,130,rarely,272,medium,2,17,22,2,Sometimes,1204
normal,female,pescatarian,more frequently,wood,public,never,186,never,872,large,3,4,26,1,No,1299
obese,female,pescatarian,less frequently,wood,public,sometimes,126,frequently,1374,medium,4,10,43,22,No,2544
underweight,female,vegetarian,more frequently,wood,private,sometimes,122,frequently,1824,extra large,1,21,42,12,No,1651
obese,male,pescatarian,less frequently,electricity,public,sometimes,108,rarely,564,large,2,7,14,20,Yes,1336
underweight,female,vegetarian,twice a day,natural gas,public,sometimes,123,frequently,430,extra large,1,17,41,12,Yes,1678
normal,female,vegetarian,twice a day,electricity,private,sometimes,171,rarely,8554,extra large,6,13,7,9,No,4076
obese,female,vegetarian,daily,electricity,public,often,278,never,1687,medium,5,17,44,12,Yes,1751
obese,female,vegan,less frequently,coal,public,never,219,frequently,22,extra large,5,21,17,20,Sometimes,2554
overweight,male,omnivore,less frequently,electricity,walk/bicycle,often,72,frequently,53,extra large,5,1,44,1,No,2647
overweight,male,vegan,twice a day,wood,private,sometimes,260,rarely,2266,large,3,10,44,12,Yes,2727
obese,female,pescatarian,twice a day,coal,private,never,264,frequently,3643,extra large,3,15,10,0,Sometimes,3181
underweight,female,vegan,more frequently,electricity,public,sometimes,202,frequently,24,large,7,13,27,8,Yes,1774
normal,female,omnivore,less frequently,electricity,private,sometimes,237,frequently,8611,medium,2,7,50,3,Yes,4757
underweight,female,pescatarian,less frequently,coal,private,never,281,rarely,4459,extra large,1,9,49,17,Yes,2582
normal,male,vegan,less frequently,natural gas,private,often,117,very frequently,7972,medium,5,20,17,22,Sometimes,4789
underweight,female,vegetarian,more frequently,wood,public,often,243,frequently,1495,large,4,1,22,15,No,1785
underweight,male,vegan,less frequently,electricity,private,sometimes,177,frequently,8897,small,3,17,3,24,Yes,3480
overweight,male,vegetarian,daily,coal,walk/bicycle,never,71,never,14,large,2,20,19,7,Sometimes,1182
overweight,female,vegetarian,less frequently,coal,public,sometimes,64,rarely,1704,small,7,17,18,9,Yes,1437
normal,female,omnivore,twice a day,coal,walk/bicycle,sometimes,52,never,1,large,3,14,48,11,Sometimes,1511
underweight,male,omnivore,twice a day,wood,public,never,130,frequently,1162,large,4,2,5,1,Yes,1493
underweight,female,omnivore,daily,wood,walk/bicycle,often,96,very frequently,6,small,6,2,43,2,Sometimes,2225
normal,male,vegetarian,more frequently,natural gas,public,sometimes,296,frequently,1113,small,1,19,14,17,No,2066
underweight,female,omnivore,less frequently,coal,public,sometimes,162,very frequently,1948,extra large,3,19,32,18,Yes,2749
obese,female,pescatarian,more frequently,electricity,private,never,289,never,2388,large,3,22,39,2,No,2362
underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,often,200,frequently,91,small,4,2,24,12,No,1654
obese,female,omnivore,more frequently,coal,private,often,97,rarely,1212,extra large,1,17,35,14,No,2097
underweight,female,vegan,more frequently,electricity,public,sometimes,168,very frequently,520,large,5,12,2,11,Yes,1671
overweight,male,vegetarian,daily,natural gas,walk/bicycle,sometimes,254,very frequently,4,large,4,22,17,6,Sometimes,2775
underweight,female,pescatarian,daily,electricity,public,sometimes,111,rarely,494,large,2,17,12,12,Yes,843
overweight,female,omnivore,twice a day,electricity,walk/bicycle,often,80,frequently,91,extra large,4,6,48,4,No,2125
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,sometimes,231,never,99,extra large,1,3,13,6,Yes,1118
underweight,male,vegetarian,twice a day,wood,public,sometimes,231,never,764,small,6,10,31,5,No,1148
overweight,male,vegan,twice a day,wood,public,never,282,frequently,527,small,3,0,39,24,Sometimes,2335
normal,male,omnivore,daily,wood,private,often,195,never,9232,extra large,6,20,42,18,Sometimes,5064
overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,often,76,frequently,65,extra large,6,7,37,8,Sometimes,2133
obese,male,omnivore,twice a day,natural gas,public,sometimes,298,never,861,small,2,14,13,18,No,1476
obese,female,omnivore,twice a day,wood,walk/bicycle,never,148,rarely,74,extra large,1,12,35,3,No,1714
overweight,female,pescatarian,less frequently,wood,walk/bicycle,often,156,frequently,95,extra large,3,22,32,3,Yes,2078
overweight,male,vegan,daily,wood,public,never,166,never,916,medium,5,2,17,3,No,1394
normal,female,omnivore,twice a day,wood,public,sometimes,136,never,1996,extra large,6,18,31,15,No,1716
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,often,296,rarely,49,small,3,18,49,19,Sometimes,1506
normal,female,omnivore,less frequently,natural gas,walk/bicycle,often,130,frequently,25,medium,3,12,20,21,No,1628
normal,male,vegan,more frequently,electricity,private,never,179,very frequently,6482,large,3,8,47,3,No,4561
normal,male,pescatarian,less frequently,natural gas,public,never,262,never,1412,small,6,10,7,19,Sometimes,1000
normal,female,vegan,daily,wood,public,never,263,rarely,40,small,3,12,25,21,No,1249
obese,female,vegan,more frequently,electricity,private,sometimes,84,never,9425,large,1,9,22,13,No,3495
obese,female,vegetarian,twice a day,coal,walk/bicycle,never,268,very frequently,70,large,7,0,18,9,Sometimes,3399
underweight,female,vegan,daily,electricity,walk/bicycle,never,153,never,91,small,4,24,28,10,Sometimes,657
overweight,male,pescatarian,daily,electricity,walk/bicycle,sometimes,195,very frequently,95,medium,4,3,33,9,No,2591
obese,male,vegan,twice a day,electricity,public,sometimes,84,rarely,1885,small,7,13,21,4,Yes,1179
underweight,female,vegetarian,less frequently,natural gas,private,sometimes,139,never,7196,large,4,5,20,7,Sometimes,2999
underweight,female,pescatarian,less frequently,coal,private,never,72,very frequently,3238,medium,1,11,33,17,No,2189
underweight,male,vegan,twice a day,wood,walk/bicycle,never,273,rarely,55,small,3,12,20,4,Sometimes,977
normal,male,vegetarian,more frequently,coal,public,often,250,frequently,332,medium,7,3,37,4,Yes,2222
obese,female,omnivore,more frequently,coal,private,often,235,frequently,5322,small,7,5,49,4,Yes,4247
obese,male,omnivore,less frequently,natural gas,private,sometimes,112,rarely,7768,medium,3,4,3,12,Sometimes,5128
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,often,79,rarely,77,small,3,12,4,15,Sometimes,1218
overweight,male,vegan,more frequently,wood,public,often,222,never,312,extra large,6,10,0,3,Sometimes,1992
normal,female,pescatarian,daily,electricity,public,sometimes,196,never,285,large,3,20,37,9,No,978
underweight,female,pescatarian,more frequently,coal,public,never,252,never,15,medium,7,10,6,22,No,1344
overweight,female,vegetarian,more frequently,coal,walk/bicycle,sometimes,70,frequently,51,medium,5,3,3,1,Yes,1857
overweight,female,pescatarian,daily,coal,walk/bicycle,never,179,rarely,26,medium,2,8,30,23,Sometimes,1520
overweight,female,omnivore,more frequently,wood,private,often,237,never,8400,large,3,3,16,17,Yes,1467
underweight,female,vegan,daily,coal,private,never,123,never,9480,large,7,8,30,6,Sometimes,2768
underweight,female,vegan,daily,natural gas,public,sometimes,148,frequently,1519,extra large,7,6,46,13,Yes,2269
obese,male,omnivore,less frequently,wood,walk/bicycle,never,270,never,1,large,1,14,11,3,Sometimes,1302
underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,often,224,frequently,11,extra large,1,6,4,22,No,1187
overweight,male,omnivore,more frequently,natural gas,private,often,173,very frequently,4698,extra large,5,14,37,22,No,5679
overweight,male,vegetarian,more frequently,wood,walk/bicycle,often,190,never,21,extra large,4,15,42,12,Sometimes,2213
underweight,male,vegan,twice a day,wood,public,often,174,frequently,705,small,5,20,42,15,No,2162
obese,male,pescatarian,daily,natural gas,public,sometimes,134,rarely,1438,medium,7,8,49,20,No,2562
normal,female,omnivore,daily,natural gas,walk/bicycle,never,235,very frequently,2,extra large,6,11,15,6,Yes,2424
normal,male,omnivore,twice a day,natural gas,public,often,147,never,1806,large,4,22,23,16,No,1782
underweight,male,vegetarian,more frequently,electricity,public,often,234,frequently,1047,small,3,23,27,6,Sometimes,1486
overweight,male,vegan,more frequently,coal,private,sometimes,240,frequently,9818,medium,1,15,19,16,Yes,4990
underweight,male,vegan,more frequently,natural gas,public,sometimes,297,rarely,1681,large,3,2,24,19,No,1624
obese,male,omnivore,more frequently,natural gas,private,never,134,very frequently,7768,extra large,4,14,21,11,Sometimes,6170
overweight,female,pescatarian,less frequently,electricity,public,never,244,rarely,1787,small,2,5,24,10,Yes,984
overweight,male,vegetarian,less frequently,electricity,private,sometimes,141,rarely,8034,medium,6,19,44,23,Sometimes,4223
obese,male,pescatarian,daily,electricity,private,often,209,very frequently,7905,medium,4,17,14,20,No,3058
normal,female,vegetarian,daily,natural gas,private,never,162,never,9765,small,2,21,24,6,Yes,830
overweight,male,omnivore,more frequently,coal,private,sometimes,60,frequently,1518,extra large,2,20,28,14,Sometimes,2458
overweight,male,omnivore,more frequently,electricity,private,often,56,rarely,9332,large,3,8,38,7,Yes,4811
underweight,male,vegetarian,less frequently,natural gas,public,often,209,very frequently,1317,large,4,22,4,20,No,2561
overweight,male,omnivore,daily,coal,private,sometimes,62,rarely,3383,large,1,1,11,7,Yes,2190
underweight,female,omnivore,daily,wood,private,often,94,very frequently,9799,extra large,2,17,33,0,Sometimes,4104
overweight,female,omnivore,less frequently,electricity,private,sometimes,127,rarely,5202,extra large,6,16,13,7,No,1516
underweight,male,omnivore,twice a day,wood,walk/bicycle,sometimes,111,very frequently,79,large,7,6,36,10,Sometimes,3192
normal,male,vegan,daily,electricity,public,never,84,frequently,1522,extra large,7,20,3,11,Sometimes,1865
underweight,female,pescatarian,daily,wood,public,often,165,very frequently,1357,medium,5,3,42,10,No,2559
obese,female,pescatarian,more frequently,wood,private,often,98,frequently,9142,extra large,2,7,27,6,Sometimes,3594
underweight,female,vegan,less frequently,electricity,private,often,55,frequently,1342,small,5,12,49,9,Yes,1442
underweight,male,vegetarian,daily,wood,public,sometimes,267,never,1665,large,6,3,8,7,No,1363
obese,male,omnivore,less frequently,natural gas,public,often,114,never,359,extra large,7,0,36,10,Sometimes,2519
overweight,female,pescatarian,more frequently,electricity,public,never,182,rarely,343,medium,7,11,37,3,Sometimes,1553
overweight,male,vegan,more frequently,natural gas,walk/bicycle,sometimes,139,rarely,17,extra large,3,3,23,9,No,1454
